source_group,relative_path,filename,extension,size_bytes,sha256,archive_valid,archive_type,modid,mod_name,mod_version,mc_version,forge_dependency,main_class,coremod_status,coremod_class,access_transformer,class_count,primary_packages,asset_namespaces,nested_jars,origin,series_origin_status,audit_priority,notes
original_mods,original_mods/CreepyPastaCraft-Revived-Mod-1.7.10.jar,CreepyPastaCraft-Revived-Mod-1.7.10.jar,.jar,12446306,aa586e7ffdcac30865ab5e737c9a9feae8aaa35a079eb52c22a525a5a66710fe,VALID,JAR,cpc,CreepyPastaCraft,1.7.x-0.0.0.8,1.7.10,,,NO,,,74,recraft.cpc;recraft.cpc.common;recraft.cpc.client;recraft.cpc.common.entity;recraft.cpc.client.renderer;recraft.cpc.client.model;recraft.cpc.common.item;recraft.cpc.common.handlers;recraft.cpc.common.inventory;recraft.cpc.api;recraft.cpc.core;recraft.cpc.init,cpc,,MODPACK_REFERENCE,UNKNOWN,P2,
original_mods,original_mods/CustomNPCs_1.7.10d(19jun17).jar,CustomNPCs_1.7.10d(19jun17).jar,.jar,8949510,73d0036752d3931da5ed6bf5e7948185ee70c6cc46b67a2b726f24ef2b3292eb,VALID,JAR,customnpcs,CustomNpcs,1.7.10,1.7.10,,,NO,,,747,noppes.npcs;noppes.npcs.client;noppes.npcs.client.gui;noppes.npcs.client.model;noppes.npcs.blocks;noppes.npcs.items;noppes.npcs.controllers;noppes.npcs.scripted;noppes.npcs.client.renderer;noppes.npcs.ai;noppes.npcs.containers;noppes.npcs.entity,customnpcs;moreplayermodels,,MODPACK_REFERENCE,UNKNOWN,P1,PRIORITY_AUDIT_REASON=filename/metadata suggests gameplay audit
original_mods,original_mods/DanglingVanillaFixer-1.0.jar,DanglingVanillaFixer-1.0.jar,.jar,5177,5cdc4d076fb32820ef10b1b2f6d319794f3c4eb3a7fa77d66121798a8f39605a,VALID,JAR,examplemod,Example Mod,1.0,1.7.10,,,YES,com.techjar.dvf.FMLLoader,,3,com.techjar;com.techjar.dvf,,,MODPACK_REFERENCE,UNKNOWN,P1,PRIORITY_AUDIT_REASON=coremod/transformer indicator
original_mods,original_mods/Decocraft-2.4.2_1.7.10.jar,Decocraft-2.4.2_1.7.10.jar,.jar,13365882,047fe4871ee6101f33ea2b1a89e9685746bb380e5f44152aac40b1da92315f2e,VALID,JAR,props,Decocraft,2.4.2_1.7.10,1.7.10,,,NO,,META-INF/decocraft_at.cfg,166,com.mia;com.mia.craftstudio;com.mia.props;com.mia.props.client;com.mia.craftstudio.libgdx;com.mia.props.common;com.mia.craftstudio.minecraft;com.mia.props.events;com.mia.props.network;com.mia.craftstudio.utils;com.mia.craftstudio.api,props,,MODPACK_REFERENCE,UNKNOWN,P2,
original_mods,original_mods/DynamicLights-1.7.10.jar,DynamicLights-1.7.10.jar,.jar,97211,44c41a59245d09db2112392ef64c8f7e23f0c5b8f2b856b892db9e30c4a8d658,VALID,JAR,DynamicLights;DynamicLights_onFire;DynamicLights_creepers;DynamicLights_dropItems;DynamicLights_entityClasses;DynamicLights_mobEquipment;DynamicLights_thePlayer;DynamicLights_otherPlayers;DynamicLights_flameArrows,Dynamic Lights;Dynamic Lights Burning Entity Module;Dynamic Lights Creeper Module;Dynamic Lights EntityItem Module;Dynamic Lights Entity Light Module;Dynamic Lights Mob Equipment Light Module;Dynamic Lights Player Light Module;Dynamic Lights OtherPlayers Light Module;Dynamic Lights Fiery Arrows Light Module,;;;;;;;;,1.7.10;;;;;;;;,;DynamicLights;DynamicLights;DynamicLights;DynamicLights;DynamicLights;DynamicLights;DynamicLights;DynamicLights,,YES,atomicstryker.dynamiclights.common.DLFMLCorePlugin,,32,atomicstryker.dynamiclights;atomicstryker.dynamiclights.client;atomicstryker.dynamiclights.client.modules;atomicstryker.dynamiclights.common;coloredlightscore.src;coloredlightscore.src.api,dynamiclights,,MODPACK_REFERENCE,UNKNOWN,P1,"PRIORITY_AUDIT_REASON=filename/metadata suggests gameplay audit, coremod/transformer indicator"
original_mods,original_mods/Electroblob's+Wizardry+-+1.1.5+-+MC+1.7.10.jar,Electroblob's+Wizardry+-+1.1.5+-+MC+1.7.10.jar,.jar,2849777,67872074429497e1b8f030407e99e18f27ecaeaf96e44ed2eec9fae51e2d4934,VALID,JAR,wizardry,Electroblob's Wizardry,1.1.5,,,,NO,,,380,electroblob.wizardry;electroblob.wizardry.spell;electroblob.wizardry.client;electroblob.wizardry.entity;electroblob.wizardry.client.renderer;electroblob.wizardry.entity.living;electroblob.wizardry.entity.projectile;electroblob.wizardry.entity.construct;electroblob.wizardry.item;electroblob.wizardry.packet;electroblob.wizardry.client.particle;electroblob.wizardry.block,wizardry,,MODPACK_REFERENCE,UNKNOWN,P2,
original_mods,original_mods/Emotes 1.0.jar,Emotes 1.0.jar,.jar,91973,7077bb85286022b445cd1612a91f511d2de4aa32f90de81fc232b539d8aa67ba,VALID,JAR,Emotes,Emotes,1.0,1.7.2,,,YES,vazkii.emotes.client.asm.LoadingPlugin,,99,aurelienribon.tweenengine;aurelienribon.tweenengine.equations;vazkii.emotes;vazkii.emotes.client;vazkii.emotes.client.emote;vazkii.emotes.common;aurelienribon.tweenengine.paths;aurelienribon.tweenengine.primitives;vazkii.emotes.client.asm;vazkii.emotes.common.network,,,MODPACK_REFERENCE,UNKNOWN,P1,PRIORITY_AUDIT_REASON=coremod/transformer indicator
original_mods,original_mods/Extra-Golems-Mod-1.7.10.jar,Extra-Golems-Mod-1.7.10.jar,.jar,553025,41cd2b6e4f5f8b86c6b31354b2a08ebca17054f9760c56dae6c3fae77a75d769,VALID,JAR,golems,Extra Golems,1.20,1.7.10,,,NO,,,55,com.golems;com.golems.entity;com.golems.content;com.golems.events;com.golems.main;com.golems.renders;com.golems.proxies;com.golems.entity.ai,golems,,MODPACK_REFERENCE,UNKNOWN,P2,
original_mods,original_mods/FNAF_Mod(v1.1).jar,FNAF_Mod(v1.1).jar,.jar,2075286,f1ebb242c2f33c279bf90c958b13e74531f9db636de5e2bc7b440bb02af03319,VALID,JAR,FNAM,FIVE NIGHTS AT FREDDY�S MOD,,1.7.10,,,NO,,,162,com.FNAM;com.FNAM.Mob;com.FNAM.Mob.Render;com.FNAM.Mob.Modelo;com.FNAM.Item;com.FNAM.Block;com.FNAM.Mob.Entity;com.FNAM.Block.TileEntity;com.FNAM.common;com.FNAM.Gui,fnam,,MODPACK_REFERENCE,UNKNOWN,P0,PRIORITY_AUDIT_REASON=FNaF
original_mods,original_mods/FNaFUniverseMod-1.7.10~v10.4~.jar,FNaFUniverseMod-1.7.10~v10.4~.jar,.jar,22150978,c40748edb1329f123c596dc7ee0054562171a58dd08dd59a736097e8af4654a9,VALID,JAR,fnafmod,FNaF Universe Mod,v1.0,1.7.10,,,NO,,,507,link1234gamer.fnafmod;link1234gamer.fnafmod.common;link1234gamer.fnafmod.common.entity;link1234gamer.fnafmod.client;link1234gamer.fnafmod.client.model;link1234gamer.fnafmod.client.render;link1234gamer.fnafmod.common.block;link1234gamer.fnafmod.common.tileentity;link1234gamer.fnafmod.common.item;link1234gamer.fnafmod.client.sound;link1234gamer.fnafmod.common.proxy;link1234gamer.fnafmod.common.config,fnafmod,,MODPACK_REFERENCE,UNKNOWN,P0,PRIORITY_AUDIT_REASON=FNaF
original_mods,original_mods/Five-Nights-at-Freddys-Mod-1.7.10 (1).zip,Five-Nights-at-Freddys-Mod-1.7.10 (1).zip,.zip,43809,32de96e5ed06444312d02d38316e89d19a6d76ea97c3ccebad53e0f7be38916b,VALID,ZIP,FNAFMod,FNAFMod,1.2,1.7.10,mod_MinecraftForge,,NO,,,31,net.minecraft;net.minecraft.src,FNAFMod;minecraft,,MODPACK_REFERENCE,UNKNOWN,P0,PRIORITY_AUDIT_REASON=FNaF
original_mods,original_mods/Gods-Sacred-Items-Mod-1.7.10.jar,Gods-Sacred-Items-Mod-1.7.10.jar,.jar,174244,f115026b31ef473ab9db8a4dca41d5468b6d60a9b8c640ea2ba29dddf242aa28,VALID,JAR,heart,Heart Health,2.0.1,1.7.10,,,NO,,,30,heart.items;heart.packets;heart.items.food;heart.lib;heart.gui;heart.handlers;heart.items.food.drinks;heart.items.weapons;heart.items.buffs;heart.items.armor;heart.items.augmentations,heart,,MODPACK_REFERENCE,UNKNOWN,P2,
original_mods,original_mods/GraveStone-2.13.0.jar,GraveStone-2.13.0.jar,.jar,1194408,a3df09c5229aa4678fcc68af0277efbfe70e321a4657f91bce1ea0ef3bcf1874,VALID,JAR,,,,,,,NO,,,559,forestry.api;thaumcraft.api;gravestone.structures;gravestone.core;gravestone.models;forestry.api.genetics;gravestone.models.block;mariculture.api;mariculture.api.core;gravestone.structures.catacombs;forestry.api.apiculture;gravestone.block,gravestone,,MODPACK_REFERENCE,UNKNOWN,P1,archive_contents=documentation; PRIORITY_AUDIT_REASON=metadata incomplete
original_mods,original_mods/Grue-1.11.2-1.3.4.jar,Grue-1.11.2-1.3.4.jar,.jar,597827,bc2bfbb68fee9765dd8efa022cc5560ca316b5fba22be03455b910efc05ce3a3,VALID,JAR,,,,,,,NO,,,22,com.shinoow;com.shinoow.grue;com.shinoow.grue.common;com.shinoow.grue.client,grue,,MODPACK_REFERENCE,UNKNOWN,P1,PRIORITY_AUDIT_REASON=filename/metadata suggests gameplay audit
original_mods,original_mods/Herobrine-Mod-1.7.10.jar,Herobrine-Mod-1.7.10.jar,.jar,3476701,3b69709cced92df0397c5f2f19776a501bd3f85596b577d856cb1bb2ca5927a1,VALID,JAR,herobrinemod,The Herobrine Mod,1.0,1.7.10,,,NO,,,35,mods.HerobrineMod;mods.HerobrineMod.common;mods.HerobrineMod.client;mods.HerobrineMod.UpdateChecker,herobrinemod,,MODPACK_REFERENCE,UNKNOWN,P2,archive_contents=mods
original_mods,original_mods/Hide Names-1.7.10-1.1.8.jar,Hide Names-1.7.10-1.1.8.jar,.jar,18639,30582b42e1472123bb8ec844ee6c93fa6f28d81856f6ba524df4e4ac3aa93619,VALID,JAR,HideNames,Hide Names,1.7.10-1.1.8,1.7.10,,,NO,,,7,com.tlf;com.tlf.HN;com.tlf.HN.common;com.tlf.HN.event;com.tlf.HN.network;com.tlf.HN.commands,,,MODPACK_REFERENCE,UNKNOWN,P2,
original_mods,original_mods/Hostile Mobs and Girls-mc1.7.10-1.0.2.jar,Hostile Mobs and Girls-mc1.7.10-1.0.2.jar,.jar,907253,38980b1733b2bf57790911eee77242f24751584aabb3cf2771ac9ee7b83aeb17,VALID,JAR,HMaG,Hostile Mobs and Girls,1.0.2,1.7.10,,,NO,,,179,hmag.client;hmag.entity;hmag.client.model;hmag.client.render;hmag.items;hmag.plugins;hmag.entity.projectile;hmag.items.baubles;hmag.blocks;hmag.entity.ai;hmag.items.cleaver;hmag.client.gui,hmag,,MODPACK_REFERENCE,UNKNOWN,P1,PRIORITY_AUDIT_REASON=filename/metadata suggests gameplay audit
original_mods,original_mods/Human-Mob-Mod-1.7.10 (1).zip,Human-Mob-Mod-1.7.10 (1).zip,.zip,8364,1eb0eb8e8380691591dadbb7ee7709abd99b8b86df80c6780795ff5ac0019754,VALID,ZIP,,,,,,,NO,,,6,,Humans,,MODPACK_REFERENCE,UNKNOWN,P1,"PRIORITY_AUDIT_REASON=filename/metadata suggests gameplay audit, metadata incomplete"
original_mods,original_mods/JustAFewFish-1.4.2_for_1.7.10.jar,JustAFewFish-1.4.2_for_1.7.10.jar,.jar,213077,8163d28c7ec49ac2492a4c29aa469fc36fedf4dced5d42d46b19c7464c60c8a0,VALID,JAR,jaff,Just a Few Fish,1.4.2_for_1.7.10,1.7.10,,,NO,,,51,com.tmtravlr;com.tmtravlr.jaff;com.tmtravlr.jaff.ai;com.tmtravlr.jaff.entities;com.tmtravlr.jaff.render;com.tmtravlr.jaff.items;com.tmtravlr.jaff.network;com.tmtravlr.jaff.utils;com.tmtravlr.jaff.api;com.tmtravlr.jaff.blocks,jaff,,MODPACK_REFERENCE,UNKNOWN,P2,
original_mods,original_mods/Lumberjack-1.7.10-1.0.0.2.jar,Lumberjack-1.7.10-1.0.0.2.jar,.jar,20241,70f2b7e0e5fc9fcaf5c0f2a8d4098c5e26b8a84441301da9c356ae2f359dae14,VALID,JAR,Lumberjack,Lumberjack,1.0.0.2,1.7.10,,,NO,,,5,net.doubledoordev;net.doubledoordev.timber;net.doubledoordev.timber.util;net.doubledoordev.timber.items;net.doubledoordev.lib,timber,,MODPACK_REFERENCE,UNKNOWN,P2,archive_contents=documentation
original_mods,original_mods/Mo-Villages-Mod-1.7.10.jar,Mo-Villages-Mod-1.7.10.jar,.jar,101814,a593e128c1fd2e9c297199101923204810b322143079d3d8be69cffec68bfc3a,VALID,JAR,movillages,Mo' Villages,1.4.2,1.7.10,,,NO,,,57,com.piggywiggy3;com.piggywiggy3.movillages;com.piggywiggy3.movillages.world;weatherpony.movillages;com.piggywiggy3.movillages.handlers;com.piggywiggy3.movillages.configuration,,,MODPACK_REFERENCE,UNKNOWN,P1,PRIORITY_AUDIT_REASON=filename/metadata suggests gameplay audit
original_mods,original_mods/MobAmputation-4.0.1.jar,MobAmputation-4.0.1.jar,.jar,34449,7519b31594223df2b0663d3870a6a690a4520f2bba5a0e447f46f86c7fa088dd,VALID,JAR,MobAmputation,MobAmputation,4.0.1,,,,NO,,,13,mobamp.common;mobamp.client;mobamp.common.core;mobamp.client.core;mobamp.client.entity;mobamp.client.render;mobamp.common.packet,mobamputation,,MODPACK_REFERENCE,UNKNOWN,P1,PRIORITY_AUDIT_REASON=filename/metadata suggests gameplay audit
original_mods,original_mods/MobDismemberment-4.0.0.jar,MobDismemberment-4.0.0.jar,.jar,23096,1c5650fcda1f91a3d9d36a6241cc3e134e1d312a66e338ddc918b0ce67595520,VALID,JAR,MobDismemberment,MobDismemberment,4.0.0,,,,NO,,,7,mobdis.client;mobdis.client.entity;mobdis.client.render;mobdis.common;mobdis.client.core;mobdis.common.core,mobdismemberment,,MODPACK_REFERENCE,UNKNOWN,P1,PRIORITY_AUDIT_REASON=filename/metadata suggests gameplay audit
original_mods,original_mods/MobProperties-1.7.10-1.0.2.jar,MobProperties-1.7.10-1.0.2.jar,.jar,142228,123cf0872b16c3fb0044c3f34132e788ae57eee6f8591fc108a4a7bf29c1681b,VALID,JAR,MobProperties,Mob Properties,1.7.10-1.0.2,1.7.10,,,NO,,,70,toast.mobProperties;toast.mobProperties.entry;toast.mobProperties.entry.nbt;toast.mobProperties.entry.drops;toast.mobProperties.entry.stats;toast.mobProperties.api;toast.mobProperties.entry.item,,,MODPACK_REFERENCE,UNKNOWN,P1,PRIORITY_AUDIT_REASON=filename/metadata suggests gameplay audit
original_mods,original_mods/Morph-Beta-0.9.3.jar,Morph-Beta-0.9.3.jar,.jar,1047008,624a3a739eb1ab82d55ea10e364c23da23362a0c394dcb1c703b4786e7fc27da,VALID,JAR,Morph,Morph,0.9.3,,,,NO,,,51,morph.common;morph.common.ability;morph.client;morph.common.core;morph.common.packet;morph.client.model;morph.api;morph.common.morph;morph.common.thread;morph.client.core;morph.client.render;morph.client.entity,morph,,MODPACK_REFERENCE,UNKNOWN,P2,
original_mods,original_mods/MultiMine-1.7.10.jar,MultiMine-1.7.10.jar,.jar,60920,9e517868a8af772cc19c81c1b00b7f75aa647d7f09adff11b0810c94dcfa76d2,VALID,JAR,AS_MultiMine,Multi Mine,,1.7.10,Forge,,YES,atomicstryker.multimine.common.fmlmagic.MMFMLCorePlugin,,19,atomicstryker.multimine;atomicstryker.multimine.common;atomicstryker.multimine.common.network;atomicstryker.multimine.client;atomicstryker.multimine.common.fmlmagic,multimine,,MODPACK_REFERENCE,UNKNOWN,P1,PRIORITY_AUDIT_REASON=coremod/transformer indicator
original_mods,original_mods/ObsidianAPI-0.1.1.jar,ObsidianAPI-0.1.1.jar,.jar,175491,0237f6dc05eb1806b8b93ede88adbd91f408cc9fb9f2d6f451a6158fb02e755c,VALID,JAR,,,,,,,NO,,,107,ru.gloomyfolken;ru.gloomyfolken.tcn2obj;obsidianAPI.render;obsidianAPI.animation;obsidianAPI.render.bend;ru.gloomyfolken.tcn2obj.json;obsidianAPI.file;ru.gloomyfolken.tcn2obj.tcn;obsidianAPI.render.part;ru.gloomyfolken.tcn2obj.tbl;obsidianAPI.animation.wrapper;obsidianAPI.network,,,MODPACK_REFERENCE,UNKNOWN,P1,PRIORITY_AUDIT_REASON=metadata incomplete
original_mods,original_mods/OptiFine_1.7.10_HD_U_C1.jar,OptiFine_1.7.10_HD_U_C1.jar,.jar,895096,288342e748037149a7069964b3d600f491ed1cc1fbc17fd12e02750b0e0db0b7,VALID,JAR,,,,,,optifine.InstallerFrame,POSSIBLE,,,167,optifine.json,minecraft,,MODPACK_REFERENCE,UNKNOWN,P1,"PRIORITY_AUDIT_REASON=coremod/transformer indicator, metadata incomplete"
original_mods,original_mods/Place-Mod-1.7.10 (1).zip,Place-Mod-1.7.10 (1).zip,.zip,9108660,7b4f4ef1eaf14b830ecf531069686a82ecf72691e74581f4825bdbb04367cec3,VALID,ZIP,,,,,,,NO,,,0,,,Placemod-2.5-1.7.10/mods/Placemod-2.5-1.7.10.jar,MODPACK_REFERENCE,UNKNOWN,P1,NESTED_MOD_ARCHIVE; no mcmod.info or manifest metadata; PRIORITY_AUDIT_REASON=metadata incomplete
original_mods,original_mods/Runic-Dungeons-Mod-1.7.10.jar,Runic-Dungeons-Mod-1.7.10.jar,.jar,701902,36c0a96683ec1cb84fcfc2fb70a194d21f393af18cbe8fe181265cb4a80a5f7a,VALID,JAR,runicdungeons,Runic Dungeons,1.1.7b,1.7.10,,,NO,,,194,mrcomputerghost.runicdungeons;thaumcraft.api;powercrystals.minefactoryreloaded;powercrystals.minefactoryreloaded.api;mrcomputerghost.runicdungeons.blocks;mrcomputerghost.runicdungeons.items;powercrystals.minefactoryreloaded.api.rednet;thaumcraft.api.wands;mrcomputerghost.runicdungeons.world;mrcomputerghost.runicdungeons.utils;thaumcraft.api.aspects;thaumcraft.api.crafting,minecraft;runicdungeons,,MODPACK_REFERENCE,UNKNOWN,P1,PRIORITY_AUDIT_REASON=filename/metadata suggests gameplay audit
original_mods,original_mods/Shatter-4.0.0.jar,Shatter-4.0.0.jar,.jar,17660,0c2cbc923ed4947ffa0492f7b04fe478c86e9d6a0d835a2fa3dfb1f411b26fed,VALID,JAR,,,,,,,NO,,,5,shatter.client;shatter.client.core;shatter.client.entity;shatter.client.model;shatter.client.render;shatter.common,shatter,,MODPACK_REFERENCE,UNKNOWN,P1,PRIORITY_AUDIT_REASON=metadata incomplete
original_mods,original_mods/SlenderMan-3.3_1.7.10.jar,SlenderMan-3.3_1.7.10.jar,.jar,1549280,f2a8a4592130b36cfd8cc4c322d7eea23dfbdf2a868c2d7b7db2b1de3427eab7,VALID,JAR,dg_slender,Slender Man,3.3_1.7.10,1.7.10,,,NO,,,28,net.dudgames;net.dudgames.slender;net.dudgames.slender.common;net.dudgames.slender.mobspawner;net.dudgames.slender.render;net.dudgames.slender.client;net.dudgames.slender.entity;net.dudgames.slender.model,dg_slender,,MODPACK_REFERENCE,UNKNOWN,P1,PRIORITY_AUDIT_REASON=filename/metadata suggests gameplay audit
original_mods,original_mods/Souls-1.7.10-1.0.0.jar,Souls-1.7.10-1.0.0.jar,.jar,95714,160a2e24338173afd8ec58f9b79cd66606c797340aea01c6b12ec60fdc9571ea,VALID,JAR,Souls,Souls,1.0.0,1.7.10,,,NO,,,17,com.chaosthedude;com.chaosthedude.souls;com.chaosthedude.souls.util;com.chaosthedude.souls.client;com.chaosthedude.souls.config;com.chaosthedude.souls.items;com.chaosthedude.souls.entity;com.chaosthedude.souls.event;com.chaosthedude.souls.proxy,souls,,MODPACK_REFERENCE,UNKNOWN,P2,
original_mods,original_mods/Special-Mobs-Mod-1.7.10.jar,Special-Mobs-Mod-1.7.10.jar,.jar,1013257,b0a2e5b761f6363dcb277c1362a340257a8345b0e0123d7b452562f54fbf7235,VALID,JAR,SpecialMobs,Special Mobs,1.7.10-3.2.2,1.7.10,,,NO,,,156,toast.specialMobs;toast.specialMobs.entity;toast.specialMobs.entity.spider;toast.specialMobs.entity.creeper;toast.specialMobs.client;toast.specialMobs.entity.enderman;toast.specialMobs.entity.ghast;toast.specialMobs.entity.skeleton;toast.specialMobs.entity.blaze;toast.specialMobs.entity.cavespider;toast.specialMobs.entity.silverfish;toast.specialMobs.entity.slime,specialmobs,,MODPACK_REFERENCE,UNKNOWN,P1,PRIORITY_AUDIT_REASON=filename/metadata suggests gameplay audit
